Client ID,Name,Age,Occupation,Nationality,GenderId,Properties Owned,Fee StructureId,Loyalty ClassificationId
IND80720,Douglas Gibson,31,Nurse,Asian,2,3,1,1
IND35191,Jeremy Duncan,79,Tax Accountant,Australian,2,1,2,4
IND83420,Donna Frazier,53,Actuary,Asian,1,2,1,4
IND67155,Gary Berry,81,Accountant II,European,1,0,2,2
IND53173,Anthony Moore,63,Paralegal,Australian,1,2,1,3
IND15625,Russell Hansen,53,Assistant Media Planner,American,2,2,2,4
IND33337,Wanda Murray,74,Safety Technician IV,European,1,1,1,2
IND40896,Charles Tucker,69,Automation Specialist I,European,1,1,3,4
IND71163,Aaron Burke,30,Safety Technician III,European,1,0,2,2
IND78424,Julie Snyder,26,GIS Technical Architect,American,2,1,2,1
IND41219,Wayne Bennett,72,Assistant Professor,European,2,1,1,1
IND62450,Paul Snyder,68,Software Test Engineer I,European,2,0,2,3
IND67674,Heather Shaw,72,Sales Associate,Australian,1,1,3,4
IND14696,Mary Wright,78,Programmer Analyst IV,European,2,0,2,1
IND39582,Aaron Williams,17,Chief Design Engineer,European,1,2,1,3
IND55512,Andrew Young,17,Office Assistant II,European,2,2,2,1
IND58447,Alan Nichols,63,Programmer II,European,2,3,1,1
IND66908,Larry Snyder,61,Payment Adjustment Coordinator,European,1,1,1,4
IND93572,Emily Stewart,80,Health Coach I,Asian,1,3,1,3
IND70604,Bobby Gutierrez,79,Web Designer I,American,2,2,2,3
IND28563,Stephen Freeman,33,Professor,Asian,2,2,1,4
IND44786,Justin Romero,41,Electrical Engineer,European,2,3,2,1
IND79851,Debra Nichols,71,Safety Technician I,Asian,1,1,1,4
IND24079,Joshua Bennett,56,Help Desk Operator,American,2,3,2,4
IND15798,Jesse Tucker,67,Automation Specialist II,American,2,0,2,1
IND37241,Ruby Wallace,64,Internal Auditor,Australian,1,0,1,2
IND86966,Cheryl Hunter,62,Software Consultant,European,1,1,1,1
IND71164,Ralph Porter,60,Database Administrator I,European,2,2,1,1
IND40932,Martha Reynolds,73,Accountant II,Asian,2,2,1,3
IND96715,Gary King,80,Desktop Support Technician,European,1,0,2,2
IND50507,Lisa Miller,69,Systems Administrator II,European,1,1,1,4
IND38878,Sarah Wright,32,Recruiter,European,2,3,1,1
IND59922,Frances Hughes,57,Physical Therapy Assistant,Asian,1,3,1,1
IND32848,Keith Hernandez,23,Operator,European,1,1,1,1
IND22297,James Ross,18,Dental Hygienist,European,1,3,2,4
IND17713,Charles Simmons,39,Assistant Professor,European,2,1,1,1
IND25396,Matthew Webb,69,Administrative Assistant I,European,2,3,3,4
IND15088,Margaret Coleman,42,Systems Administrator III,American,2,3,2,4
IND24185,Anna Henry,85,Physical Therapy Assistant,European,1,2,1,1
IND13182,Jennifer Rice,30,Web Developer III,Australian,2,0,2,4
IND57459,Cheryl Clark,25,Recruiter,European,1,2,2,4
IND60265,Peter Diaz,68,Structural Analysis Engineer,European,1,3,1,4
IND98600,Lori Webb,73,Internal Auditor,European,2,3,1,1
IND56505,Kevin Williams,27,Associate Professor,American,2,1,1,3
IND24188,Paula Young,31,Programmer Analyst III,Asian,2,0,1,1
IND66753,Justin Robinson,75,Analog Circuit Design manager,American,2,1,1,1
IND31161,Stephen Murphy,60,Human Resources Manager,European,2,3,1,4
IND74796,Walter Duncan,59,Accounting Assistant I,Asian,1,0,1,3
IND18529,Sean Ellis,39,Data Coordiator,Asian,2,1,3,3
IND45403,Dorothy Harris,26,Internal Auditor,Asian,1,0,2,1
IND57142,Marilyn Webb,24,Health Coach I,Asian,2,2,2,4
IND45470,Wanda Robertson,44,Health Coach II,European,2,2,3,2
IND69975,Linda Ramos,63,Geologist I,European,1,3,3,3
IND22525,Brian Stewart,37,Associate Professor,Asian,1,2,1,1
IND15624,Maria King,36,Office Assistant IV,African,1,2,2,2
IND85067,Stephanie Baker,26,Geologist II,Asian,1,0,2,4
IND53006,Harold Kelly,75,Safety Technician II,European,2,1,1,1
IND52186,Joe Knight,74,Database Administrator I,Australian,1,3,2,2
IND99691,Carl Gutierrez,64,Developer IV,American,2,1,1,1
IND35211,Andrew Phillips,25,Physical Therapy Assistant,Asian,2,2,2,1
IND54677,Amanda Myers,54,Human Resources Assistant IV,Australian,1,3,3,4
IND75463,Patricia Mitchell,18,Biostatistician I,European,2,1,1,4
IND54309,Arthur Fields,58,Structural Analysis Engineer,Australian,1,1,3,1
IND32424,Harold Knight,38,Accountant I,European,1,0,1,1
IND64425,Nicole Porter,50,Environmental Specialist,Asian,2,2,1,1
IND63920,Kathy Allen,84,Community Outreach Specialist,European,1,2,3,4
IND57702,Fred Cole,63,Software Consultant,African,2,0,1,1
IND50366,Raymond Williams,55,Systems Administrator I,African,1,3,3,2
IND35560,Harold Butler,60,Librarian,European,1,3,1,1
IND97501,Albert George,24,Environmental Tech,European,1,3,2,3
IND50411,George Johnston,67,Geological Engineer,African,1,2,3,4
IND76102,Jose King,28,Research Assistant IV,European,2,3,2,1
IND56074,Carl Peterson,62,Occupational Therapist,European,1,1,1,4
IND27011,Heather Nguyen,69,Biostatistician IV,European,1,1,1,3
IND48221,Nicholas Fox,79,Financial Analyst,European,1,2,1,4
IND45884,Jesse Frazier,60,Dental Hygienist,American,1,2,1,3
IND16593,Mary Young,60,Systems Administrator III,European,1,2,2,3
IND32999,Roger Hayes,18,Staff Accountant II,European,2,1,3,4
IND39671,Jesse Perry,76,GIS Technical Architect,Asian,1,0,1,3
IND65149,Richard Grant,63,Geologist II,American,1,1,2,1
IND87267,Angela Williams,82,Biostatistician IV,European,1,1,1,4
IND69610,Julie Barnes,84,Developer II,European,2,2,2,1
IND80344,Gary Morgan,51,Biostatistician IV,Asian,1,0,1,1
IND38207,Margaret Bowman,50,Computer Systems Analyst IV,Asian,1,1,3,3
IND79637,Eugene Boyd,57,Analyst Programmer,African,1,3,1,3
IND29921,Anne Bailey,18,Statistician II,Asian,2,1,1,1
IND59198,Brian Clark,63,Environmental Tech,European,2,3,1,1
IND19422,Sean Harrison,35,Programmer III,Asian,2,1,1,3
IND54707,Michael Henry,54,Programmer Analyst II,Asian,1,3,2,1
IND20608,Carolyn Hunt,53,Professor,Asian,1,2,3,4
IND98943,Martha Robinson,41,Media Manager IV,Asian,2,0,1,1
IND61538,Henry Williamson,84,Research Associate,European,2,2,1,1
IND78351,Justin Bowman,51,Software Test Engineer IV,Asian,2,2,2,1
IND46289,Doris Anderson,66,Human Resources Assistant II,Australian,1,1,3,2
IND16285,Frank Cole,77,GIS Technical Architect,European,1,0,1,1
IND85859,Joshua Robertson,40,Dental Hygienist,European,2,2,2,4
IND86031,Jessica King,72,Sales Associate,European,1,3,1,1
IND65548,Diane Riley,74,Accountant IV,American,1,0,2,3
IND28392,Jeffrey Fuller,59,Product Engineer,Australian,1,0,1,3
IND36665,Alan Sims,26,Data Coordiator,European,1,1,3,1
IND31739,Christopher Price,65,Human Resources Assistant IV,Asian,2,3,2,1
IND68824,Howard Patterson,52,General Manager,African,1,1,1,3
IND81954,Ralph Henderson,65,Environmental Tech,European,2,1,3,4
IND57483,Kevin Knight,65,Engineer I,Asian,1,2,1,1
IND58811,Amanda Watkins,67,Recruiting Manager,American,2,0,2,4
IND90712,Michael Patterson,47,Marketing Assistant,European,1,2,1,1
IND78657,Nicholas Payne,30,Account Representative III,Australian,1,1,2,2
IND77048,Jennifer Barnes,66,Recruiter,Australian,2,1,1,3
IND80417,Michael Nichols,48,Community Outreach Specialist,Asian,2,2,2,4
IND69214,Gerald Harrison,30,Software Engineer II,European,2,1,3,2
IND35051,Ruth Kennedy,41,Office Assistant III,European,1,2,1,4
IND29305,Lillian King,29,Human Resources Manager,African,2,1,3,4
IND81554,Frances Bell,47,Occupational Therapist,European,2,3,2,1
IND76672,Jesse Riley,47,Account Representative IV,Asian,2,2,2,1
IND89391,Gary Baker,35,Software Engineer II,European,1,0,3,3
IND95274,Shirley Tucker,64,Programmer III,European,1,2,1,4
IND93078,Theresa Burke,44,Administrative Assistant I,American,2,3,3,1
IND47843,Carol Mason,38,Budget/Accounting Analyst III,European,1,3,2,1
IND93058,Judith Burke,60,Automation Specialist III,European,1,0,1,2
IND92239,Dennis Long,85,Speech Pathologist,African,1,1,3,4
IND12702,Shawn Austin,65,Actuary,European,2,3,3,1
IND54557,Virginia Gardner,19,Analog Circuit Design manager,European,2,3,1,3
IND98387,Dorothy Reed,72,Compensation Analyst,Asian,1,3,2,2
IND21698,Susan Hawkins,64,Human Resources Assistant I,European,2,0,1,4
IND60028,Susan Carter,21,Engineer IV,European,2,3,1,1
IND77518,Robin Myers,72,Office Assistant I,European,2,2,1,1
IND81280,Timothy Franklin,34,Office Assistant III,Australian,1,2,1,4
IND27009,Richard Torres,40,Senior Quality Engineer,American,2,3,2,1
IND29085,Earl Ramos,48,Account Representative III,Australian,1,3,3,1
IND62329,Harry Walker,83,Administrative Assistant II,Australian,1,2,1,1
IND35485,Christopher Webb,17,Software Test Engineer IV,European,1,1,3,1
IND23071,Louise Hunt,58,Physical Therapy Assistant,Asian,1,0,3,4
IND49461,Joan Allen,42,Web Developer I,European,2,2,2,3
IND84835,Margaret Grant,43,Statistician III,Asian,2,0,2,4
IND88751,Lois Oliver,54,Tax Accountant,European,1,0,2,3
IND47511,Johnny Patterson,76,Human Resources Assistant II,American,2,3,3,4
IND57469,Jennifer Oliver,32,Chemical Engineer,Australian,1,0,3,4
IND13603,Annie Grant,22,Senior Editor,European,2,0,2,1
IND28663,Roy Ortiz,75,Analog Circuit Design manager,European,2,3,1,1
IND21547,Mark Owens,83,Office Assistant II,Asian,1,1,1,3
IND76281,Rebecca Cunningham,24,Recruiter,American,2,2,2,2
IND68811,Walter Carr,26,Safety Technician III,European,1,2,2,1
IND74692,Anne Hunter,70,Developer II,European,1,2,1,2
IND57450,Jennifer Alvarez,29,General Manager,European,2,1,2,4
IND80645,Judith Mason,66,Occupational Therapist,Asian,2,0,1,2
IND91185,Wanda Patterson,72,Research Assistant I,Asian,2,3,1,4
IND97947,Gary Lopez,57,Accounting Assistant IV,American,2,1,2,3
IND88225,Cheryl Fox,54,Automation Specialist I,American,2,3,3,4
IND58373,Charles Green,52,Assistant Professor,Australian,2,0,1,3
IND57160,Anne Garrett,82,Operator,European,2,3,2,1
IND87140,Ernest Smith,70,Paralegal,Asian,2,0,1,3
IND43888,Michael Peters,39,Marketing Manager,American,2,0,1,3
IND93701,Jason Bradley,35,Design Engineer,American,1,3,2,1
IND91174,Craig Hall,60,Senior Quality Engineer,European,1,2,1,4
IND24235,Joseph Fuller,31,Internal Auditor,Asian,1,3,2,2
IND49606,Roger Myers,73,Budget/Accounting Analyst III,American,2,3,2,1
IND35234,Anne Phillips,62,Nuclear Power Engineer,European,1,1,3,1
IND62564,Marie Hart,20,Recruiting Manager,African,2,1,3,1
IND44323,Deborah Freeman,43,Programmer II,American,1,0,2,1
IND33515,Thomas Dean,40,Administrative Officer,American,1,2,1,1
IND60299,Eric Hanson,40,Programmer Analyst I,American,1,3,1,4
IND78861,Gregory Torres,61,Nuclear Power Engineer,African,2,3,1,1
IND92647,Samuel Cunningham,17,Software Test Engineer I,European,1,3,1,1
IND56044,Ronald Fisher,49,Internal Auditor,Asian,1,3,1,4
IND36801,Billy Hamilton,19,Human Resources Assistant I,European,2,3,3,1
IND38949,Michael Carpenter,50,Graphic Designer,American,2,1,2,3
IND40740,Kenneth Alvarez,80,Data Coordiator,African,2,3,2,1
IND48919,Roy Hudson,62,Office Assistant IV,American,2,2,1,1
IND43851,Mark Lawrence,20,Mechanical Systems Engineer,European,1,2,1,1
IND82642,Teresa Graham,84,Biostatistician IV,European,2,0,3,2
IND86812,Ryan Carr,19,VP Marketing,Australian,2,2,1,4
IND13296,John Powell,76,Assistant Manager,European,2,2,1,2
IND39713,Samuel Thompson,17,Administrative Assistant II,African,1,0,1,1
IND12660,Gregory Reed,61,Software Engineer I,European,1,1,1,1
IND41076,Justin Rice,69,Research Nurse,European,1,0,1,4
IND64863,Steven Hall,64,Speech Pathologist,Asian,2,0,1,1
IND76341,Philip Bryant,63,Human Resources Manager,American,1,3,1,3
IND50293,Daniel Martin,42,Database Administrator III,Asian,1,1,1,1
IND32223,Maria GoPKRales,56,Information Systems Manager,Asian,2,2,1,3
IND63518,Andrew Gray,56,Assistant Professor,European,1,2,2,4
IND98503,Jack Griffin,40,Editor,American,1,1,1,4
IND38742,Juan Evans,66,Database Administrator IV,European,1,0,1,1
IND98838,Ryan Mason,72,Recruiter,American,1,2,3,1
IND52011,Nicholas Chavez,39,Research Associate,European,1,3,2,4
IND27143,Harry Watson,24,Clinical Specialist,European,2,0,2,1
IND67603,Christine Bell,60,Cost Accountant,European,1,2,1,1
IND65057,Anthony Murray,66,Statistician IV,European,1,1,2,4
IND16812,Larry Hamilton,78,Account Representative II,European,2,0,1,1
IND39500,Nicholas Griffin,64,Computer Systems Analyst II,Asian,1,3,2,1
IND69752,Jeremy Bryant,34,Programmer Analyst I,Australian,2,2,2,3
IND50261,Chris Reyes,79,Sales Associate,European,1,2,1,1
IND20655,Victor Jenkins,43,Paralegal,Asian,1,0,3,1
IND84018,Lois Griffin,41,Geologist II,Asian,2,2,2,3
IND52284,Emily Bryant,26,Human Resources Assistant IV,European,1,2,1,1
IND38633,Jimmy Harper,71,Nuclear Power Engineer,Australian,1,3,2,4
IND94590,Howard Hunt,37,Biostatistician II,Asian,2,0,1,1
IND29286,Carolyn Martinez,24,Statistician IV,European,2,2,1,1
IND86944,Ann White,59,Staff Scientist,Asian,1,0,1,1
IND82767,Daniel Gomez,51,Accounting Assistant I,Asian,1,0,1,1
IND64440,Carlos Romero,24,Staff Accountant III,American,2,0,1,4
IND97211,Johnny Fields,26,Software Test Engineer II,European,2,1,1,3
IND60063,Jessica Ruiz,43,Accountant IV,European,2,1,1,1
IND91861,Frank Adams,79,Accountant IV,Asian,2,1,3,1
IND98755,Joan Miller,84,Web Developer I,European,2,1,1,3
IND93695,William Long,53,Staff Accountant II,Asian,1,2,3,2
IND56540,Chris Ortiz,50,Administrative Assistant IV,European,2,0,1,1
IND79052,Aaron Cook,85,Research Assistant II,American,2,1,1,1
IND54277,Victor Gardner,69,Geologist IV,American,1,3,1,1
IND60443,Linda Brooks,33,Account Representative III,European,2,1,2,4
IND66045,Helen Meyer,43,Nuclear Power Engineer,American,1,3,1,1
IND80791,Paula Ross,46,Account Representative IV,Asian,1,0,2,3
IND67613,Jimmy Ramos,39,Budget/Accounting Analyst III,European,2,0,1,4
IND74089,Carolyn Wilson,35,Registered Nurse,Asian,1,2,1,4
IND60913,Eric Taylor,43,Safety Technician IV,European,1,2,1,3
IND98087,Eugene Castillo,40,Community Outreach Specialist,Asian,1,1,1,1
IND31887,Ernest Oliver,17,Data Coordiator,Australian,2,2,1,2
IND67190,Kevin Ward,26,Biostatistician IV,Asian,1,0,2,3
IND95893,Catherine Edwards,36,Financial Advisor,European,2,2,2,3
IND59612,Thomas Robertson,50,Help Desk Operator,American,1,0,3,1
IND57231,Adam Spencer,46,Research Assistant III,European,1,2,1,1
IND20899,Stephen Schmidt,55,Geologist IV,European,2,2,3,3
IND79950,Paula Spencer,29,Senior Cost Accountant,American,2,0,2,1
IND69031,Betty Ray,50,Professor,European,2,1,1,1
IND78617,Howard Jordan,50,Accountant I,American,2,0,3,1
IND92044,Brian Flores,46,GIS Technical Architect,Asian,1,1,2,4
IND94650,Fred Jordan,68,Accountant III,Australian,1,2,1,1
IND62018,Norma Little,50,Database Administrator III,European,1,0,1,4
IND97714,Theresa Ward,58,VP Quality Control,European,2,2,2,3
IND62445,Lawrence Tucker,17,Engineer II,European,2,3,3,3
IND34780,Michelle Martin,53,Accounting Assistant IV,Asian,2,2,2,2
IND97314,John Davis,80,Senior Financial Analyst,American,2,2,1,1
IND96807,Robert Parker,35,Senior Cost Accountant,American,1,1,3,4
IND34442,Diana Ross,41,Staff Accountant II,Asian,1,1,2,1
IND57917,Jane Hicks,58,Safety Technician III,Australian,2,1,2,3
IND57474,Kathryn Daniels,58,Marketing Manager,Asian,2,2,1,1
IND62022,Ruth Weaver,73,Administrative Officer,American,2,1,1,2
IND98847,Jacqueline Boyd,23,Data Coordiator,Australian,1,0,2,1
IND93864,Lawrence Medina,47,Biostatistician IV,African,1,3,1,1
IND71100,Mildred Young,24,Sales Representative,European,1,1,1,1
IND28425,Gregory West,45,Cost Accountant,European,2,1,3,4
IND24753,Ralph Chapman,37,Recruiter,European,1,0,1,3
IND75584,Patrick Thomas,27,Help Desk Technician,American,1,0,3,3
IND82408,Henry Chapman,35,Research Assistant I,European,1,3,1,3
IND59517,Mark Henry,38,Web Designer III,European,2,1,2,1
IND20659,Kathleen Lee,67,Nurse Practicioner,European,2,3,2,4
IND17087,Steven Jacobs,69,Account Coordinator,American,2,2,1,4
IND54827,Russell Gibson,21,Statistician II,Asian,2,2,1,1
IND73702,Joe Anderson,45,Systems Administrator IV,European,1,0,1,4
IND30737,Johnny Spencer,36,Geologist IV,Asian,2,1,3,1
IND25733,Brian Lawrence,77,Accountant III,Asian,2,1,3,1
IND21564,Joe Wells,62,Software Test Engineer III,Asian,1,3,2,1
IND42415,William Rose,84,Marketing Manager,American,2,1,3,3
IND14959,Anne Weaver,63,Statistician III,Asian,2,0,1,4
IND74028,Kathryn Brooks,59,Developer I,European,2,2,3,4
IND70570,Douglas Vasquez,71,Analog Circuit Design manager,African,1,2,1,4
IND35225,Bonnie Romero,64,Human Resources Assistant I,Australian,1,3,1,1
IND76179,Joe Phillips,48,Biostatistician I,European,2,2,3,3
IND55647,Sarah Nichols,69,Accounting Assistant I,European,1,2,2,1
IND89010,Kathleen Reed,35,Database Administrator III,Australian,1,2,3,3
IND24422,Eugene Rodriguez,79,Accountant III,European,2,0,3,1
IND84352,Willie Hanson,25,Software Test Engineer IV,European,2,1,2,1
IND38237,Philip Martin,19,Recruiting Manager,American,2,2,2,3
IND54321,Benjamin Duncan,75,Accountant I,American,2,3,3,1
IND61299,Gerald Owens,28,Accountant III,American,1,0,2,3
IND22254,Scott Ross,60,Web Designer IV,African,2,1,1,1
IND13347,Jean Reed,78,Accountant III,European,1,0,1,1
IND84771,Bobby Wood,38,Recruiting Manager,European,1,0,2,1
IND37011,Ashley Robertson,81,Staff Accountant III,African,2,3,1,1
IND90697,Juan Hughes,24,Sales Representative,Asian,2,2,2,3
IND18049,Walter Mccoy,38,Staff Accountant III,Asian,1,0,1,4
IND74615,Kathleen Bryant,69,Staff Accountant IV,European,2,1,3,1
IND77494,Willie Walker,64,Web Designer I,African,2,0,1,1
IND48525,Eugene Boyd,69,Speech Pathologist,European,1,1,3,4
IND16052,Brenda Miller,83,Accounting Assistant II,Asian,2,2,1,4
IND50738,Andrea Mills,35,Business Systems Development Analyst,European,2,2,2,1
IND85690,Norma Washington,22,Desktop Support Technician,European,1,2,3,4
IND61194,Lawrence Perry,24,Desktop Support Technician,Asian,1,3,1,4
IND63043,Fred Larson,57,Programmer Analyst I,Australian,2,1,1,1
IND26448,Raymond Mills,59,Geologist I,Asian,2,1,3,1
IND92735,Todd Sims,55,Research Assistant II,African,1,2,1,3
IND84491,Thomas Robertson,46,Clinical Specialist,European,1,0,1,4
IND56629,Sharon Davis,64,Junior Executive,Australian,2,2,2,3
IND52032,Judy Williamson,46,Office Assistant III,Asian,1,1,2,1
IND18823,Timothy Miller,20,Geologist III,Australian,2,3,1,3
IND57208,Rachel Ellis,47,Technical Writer,Asian,2,3,1,4
IND32855,Norma Gibson,41,Account Coordinator,European,1,3,2,3
IND24817,Daniel Sims,49,Business Systems Development Analyst,Asian,2,2,3,4
IND68120,Annie Price,18,Registered Nurse,European,2,1,1,2
IND28222,Randy GoPKRalez,40,Web Designer II,Asian,2,1,1,1
IND47326,Julie Wheeler,46,Help Desk Operator,American,1,2,2,1
IND45822,Denise Payne,36,Engineer IV,Asian,1,2,1,4
IND96083,Jeffrey Parker,69,Physical Therapy Assistant,American,2,1,1,1
IND43081,Carolyn Price,76,Accountant I,Asian,2,1,1,2
IND78182,Jennifer Bennett,79,Developer I,American,1,0,1,4
IND98632,John Flores,81,Desktop Support Technician,American,1,2,3,4
IND48103,Douglas Cole,73,Marketing Manager,Australian,2,3,1,3
IND52448,Roger Romero,77,Account Representative I,Asian,1,2,3,1
IND38403,Marie Peterson,55,Software Engineer III,European,1,0,2,1
IND99962,Joan Allen,27,Structural Engineer,American,2,3,1,3
IND70182,Aaron Palmer,75,Senior Cost Accountant,European,1,3,2,1
IND17319,Norma Little,84,Environmental Tech,Asian,2,0,3,1
IND72327,Fred Schmidt,76,Automation Specialist II,European,1,0,1,4
IND59532,Wanda GoPKRales,60,Developer I,Australian,1,2,1,1
IND29309,Joan Duncan,58,Engineer III,American,1,2,3,2
IND36108,Irene Hall,54,Office Assistant III,Asian,2,3,2,4
IND86953,Jason Freeman,21,Health Coach III,Asian,1,1,1,4
IND86901,Cheryl Allen,57,Cost Accountant,European,2,2,1,1
IND17683,Brandon Martin,27,Web Developer II,Asian,2,2,3,2
IND56317,Carlos Wilson,73,Senior Cost Accountant,European,1,2,3,1
IND92195,Ruth Flores,64,Budget/Accounting Analyst II,European,1,1,3,3
IND70343,Keith Moreno,62,Social Worker,European,2,0,1,1
IND91720,Harry Gibson,49,Software Engineer IV,European,2,0,1,3
IND45348,Tammy Welch,50,Budget/Accounting Analyst IV,Asian,1,3,1,3
IND38267,Eugene Henderson,18,Systems Administrator I,Australian,1,1,1,4
IND77225,Michael Edwards,79,Technical Writer,African,1,3,2,1
IND32917,Martin Weaver,29,Budget/Accounting Analyst II,European,2,2,1,3
IND95721,Lawrence Berry,35,Internal Auditor,African,1,0,3,4
IND24755,James Gardner,28,Associate Professor,American,1,3,1,1
IND76617,Richard Campbell,29,Analog Circuit Design manager,Asian,2,0,1,1
IND92582,Lori Oliver,53,Database Administrator IV,American,1,3,1,2
IND27430,Samuel Bradley,85,Software Engineer I,Asian,1,1,3,4
IND94282,Rebecca Walker,20,Accounting Assistant II,Asian,1,1,1,2
IND33571,Donna Mcdonald,64,Programmer Analyst IV,Asian,2,3,2,3
IND96795,Andrew Lawrence,64,VP Accounting,Asian,2,2,2,4
IND61615,Antonio Stephens,61,Systems Administrator I,European,1,1,3,1
IND48032,Brian Stevens,79,Biostatistician III,European,1,0,1,2
IND25277,Ruby Harper,75,Senior Developer,European,2,2,2,1
IND59951,Kenneth Hart,35,Automation Specialist II,European,1,0,1,4
IND29371,Robin Burns,84,Office Assistant III,African,2,1,1,1
IND70227,Roger Parker,77,Accounting Assistant I,American,2,1,2,4
IND29257,Andrew Tucker,38,Account Coordinator,Asian,2,3,3,4
IND33086,Evelyn Flores,23,Systems Administrator II,European,2,1,2,4
IND89151,Willie Wheeler,25,Graphic Designer,Australian,1,0,2,4
IND62657,Tammy Carter,76,Structural Analysis Engineer,Asian,2,3,2,1
IND83245,Antonio Collins,40,Internal Auditor,European,1,0,1,1
IND61510,Paul White,29,Design Engineer,American,2,1,1,1
IND66755,Chris Hernandez,54,Engineer III,American,2,2,3,3
IND50523,Joshua Walker,70,Software Test Engineer II,American,1,1,2,1
IND29653,Raymond Grant,43,Human Resources Assistant IV,American,1,2,1,4
IND76864,Jack Lewis,20,Recruiting Manager,European,2,1,1,1
IND41553,Anna Bennett,35,Health Coach I,American,1,3,3,3
IND85414,Albert Weaver,72,Account Coordinator,Asian,2,3,3,3
IND68994,Marilyn Coleman,75,Actuary,American,1,3,2,4
IND73388,Craig Daniels,31,Recruiting Manager,European,2,3,3,1
IND80015,Dennis Palmer,42,VP Product Management,European,1,0,3,1
IND82699,Clarence Butler,26,Accounting Assistant IV,Australian,1,0,1,4
IND23356,Ralph Burns,35,Research Assistant III,African,1,1,2,1
IND43700,Carolyn Kelly,79,Accountant II,Asian,2,0,1,2
IND78571,Judith Tucker,56,Electrical Engineer,European,2,1,1,2
IND30598,Wayne Grant,73,Office Assistant III,European,2,3,3,2
IND21000,Henry Mills,56,Staff Scientist,Asian,1,2,3,4
IND23889,Larry Weaver,31,Executive Secretary,Asian,1,3,1,1
IND65604,Clarence Frazier,38,Geological Engineer,European,2,0,3,1
IND46205,Phillip Evans,79,Civil Engineer,Australian,1,1,1,4
IND65923,Jacqueline Hughes,62,Technical Writer,European,1,0,1,3
IND73017,Justin Davis,31,Budget/Accounting Analyst II,European,2,2,1,4
IND88027,Ashley Howard,76,Administrative Assistant II,American,1,1,1,4
IND16110,Edward Mendoza,75,Automation Specialist IV,European,2,1,1,1
IND66556,Billy Ellis,33,Senior Sales Associate,European,2,1,3,3
IND99578,Frank Walker,54,Systems Administrator II,European,1,1,1,3
IND32278,Carl Shaw,76,Administrative Assistant IV,European,1,1,3,1
IND45962,Beverly Sullivan,24,Research Assistant IV,American,1,3,1,1
IND61230,Harold Butler,81,Senior Developer,European,2,0,2,1
IND59637,Nicholas Rice,30,Database Administrator I,American,2,1,3,1
IND79357,Julie Burton,80,Safety Technician II,Asian,1,3,2,1
IND57365,Benjamin Ray,25,Occupational Therapist,Asian,1,0,2,1
IND28236,Linda Palmer,56,Accounting Assistant III,European,1,0,1,4
IND89378,Barbara Butler,50,Systems Administrator IV,European,1,3,2,3
IND44815,David Stevens,62,Nurse Practicioner,Asian,1,0,1,1
IND18812,Samuel Wright,41,Administrative Assistant I,African,2,0,1,4
IND67567,Larry Graham,71,Senior Editor,American,1,2,2,3
IND47332,Stephanie Jordan,39,Geologist II,European,1,0,2,3
IND52432,Rebecca Torres,76,Payment Adjustment Coordinator,European,1,2,2,1
IND23568,Frank Moreno,68,Media Manager I,Asian,1,0,2,1
IND79795,Susan Dixon,75,Junior Executive,European,1,2,1,1
IND40475,Mary Mills,70,Engineer III,Australian,1,1,3,4
IND92840,Tina Medina,83,Operator,European,2,3,3,1
IND39612,Teresa Gordon,39,Environmental Specialist,African,2,2,2,1
IND78997,Christina Perry,64,Assistant Media Planner,American,1,1,2,3
IND97635,Ernest Knight,70,Computer Systems Analyst III,European,1,0,1,3
IND41288,Carl Lewis,67,Media Manager I,European,2,3,1,4
IND31252,Eugene Spencer,25,Programmer Analyst I,Asian,2,1,2,3
IND90265,Victor Ryan,38,Account Coordinator,European,1,0,1,1
IND39682,Paul Perry,25,Programmer I,Asian,1,3,2,1
IND47091,Eugene Banks,31,Financial Advisor,European,2,3,1,2
IND15145,Eric Chavez,36,Software Engineer I,European,2,3,1,1
IND69088,Carl Jordan,38,Biostatistician II,European,2,3,1,4
IND71209,Jesse Henderson,76,Account Representative II,African,1,3,1,4
IND70392,Billy Gutierrez,81,Chemical Engineer,American,2,1,3,1
IND50738,Terry Shaw,50,Accounting Assistant II,Asian,2,0,1,1
IND17499,Eric Carr,68,Analyst Programmer,European,2,2,2,3
IND82261,Phillip Welch,63,Programmer Analyst IV,American,2,1,2,3
IND52971,Jonathan Fisher,46,Developer I,Asian,2,3,1,1
IND77657,Antonio Matthews,56,Media Manager IV,Asian,1,3,2,1
IND34637,Brandon Rose,28,Speech Pathologist,European,1,1,2,1
IND21388,Thomas Russell,64,VP Accounting,Australian,2,3,2,1
IND23466,Helen Pierce,72,Software Engineer IV,African,1,1,1,1
IND37319,Earl Kennedy,45,Registered Nurse,European,1,3,2,1
IND39352,Ernest Sims,84,Web Designer III,European,1,3,2,1
IND28190,Christopher Alvarez,53,Operator,Asian,2,3,2,4
IND49543,Doris Lynch,73,Senior Quality Engineer,Asian,1,3,1,2
IND16415,Edward Little,23,Payment Adjustment Coordinator,European,2,1,1,3
IND39399,Mary Lynch,85,Social Worker,American,1,0,1,1
IND63000,Kimberly Austin,52,Chemical Engineer,Asian,1,3,2,2
IND37028,Russell Ortiz,17,Dental Hygienist,Asian,1,3,1,3
IND62435,Ryan Long,36,GIS Technical Architect,European,2,0,2,3
